"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"571",512,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.53853951124,5.292851,6.051196,15.727859,5845.96397933,51.860686051,16.070225,1457.83118917,14.802968819192,0
"572",512,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms","Slow replica","default",13.867338862,11.090417,15.279017,100.843736,6287.50782495,60.5224808201,31.134775,1564.38092032,23.19836725362,0
"573",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.44267251195,5.300875,6.087321,6.209289,5796.53347226,14.1731228288,15.983292,1446.23869495,7.18876257532,0
"574",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",16.2538963539,10.277412,100.240865,101.155078,5732.84807935,82.3356849205,31.00793,1433.35216669,29.47025406722,0
"575",2048,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.2644495886,10.032241,18.540468,21.890054,5802.50205449,80.2055525939,45.395815,1454.56511227,24.25267018966,0
"577",2048,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.50124305523,5.288144,6.036236,9.413227,5837.01398609,52.874287969,16.108073,1457.40843684,14.975852037984,0
"578",2048,"flat5","consistency:strong","strong","strong","200ms",NA,"default",23.4995767983,16.201045,28.569794,252.746239,6442.24523869,26.9892108461,26.1207,1611.4968195,24.19750360786,1
"579",4096,"flat5","tolerance:0.1","error: 10%","strong","200ms","High load","default",5.44405819682,5.301408,6.050547,6.16249,5748.31636947,13.8656524264,16.057155,1437.58574424,7.128377042736,0
"580",4096,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",22.4065525863,10.287994,100.891475,274.600999,5718.31598663,97.545331674,31.544139,1430.93755406,37.43430840384,0
"582",4096,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal (high load)","default",10.5264841386,10.302457,18.822698,22.779441,5878.30557665,77.4645130298,44.941347,1471.41364869,23.91408991684,0
"584",4096,"flat5","tolerance:0.01","error: 1%","strong","200ms","High load","default",5.51625125785,5.292802,6.045733,15.749494,5802.59132398,48.8295570459,16.357021,1450.99114206,14.17891241546,0
"586",128,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.7416064689,10.126968,19.157434,27.343655,2087.69389529,174.743683942,241.316061,521.848959655,43.54202196352,0
"587",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",32.184134349,11.132261,101.293663,211.220382,950.247357485,379.867552557,376.305187,237.788757196,101.7208179906,0
"588",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",71.551657768,2.557543,223.008124,437.729324,522.71111331,627.177211728,645.953743,130.0863965,182.67676856,0
"590",128,"flat5","tolerance:0.01","error: 1%","strong","200ms","Uniform
(5ms)","default",5.93738459346,5.377103,6.288333,16.314091,3073.20442758,110.695607047,30.028485,762.217574432,26.889029084168,0
"591",128,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",11.3173900072,10.752327,11.718957,15.18792,2730.03010464,114.619891584,54.198977,684.251031528,31.97789032256,0
"592",128,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",4.46127172525,1.805237,2.434915,164.395172,1870.11632444,242.81984403,239.708628,468.22784965,52.1329861862,0
"594",128,"flat5","latency:10ms","latency: 10ms","strong","200ms","Uniform
(5ms)","default",7.17064159052,5.684468,7.585499,16.015484,3203.77416895,23.9905445787,25.891352,796.034720663,10.534622188156,0.00478823078754749
"595",512,"normal","tolerance:0.1","error: 10%","strong","200ms","Normal","default",10.3955971536,10.383325,18.585401,22.057977,5842.54885568,33.0215806131,35.966629,1463.80960814,14.9207938455,0
"596",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","default",15.9286666936,10.287272,100.279961,101.07363,5690.21696867,78.0054332778,32.622503,1421.23262091,28.34402001044,0
"597",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.48868581537,5.30371,6.057735,6.192833,5791.66679474,13.1496288394,15.949126,1440.35574191,7.020874420176,0
"598",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","default",10.2517737359,10.309995,18.647728,21.989343,5856.38419613,36.7052166763,36.898404,1466.94674981,15.54246232398,0
"599",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","default",18.3139430441,10.270409,100.355355,101.100446,5588.97748437,91.6617150485,33.169046,1386.88370934,32.98349744498,0
"600",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"default",50.8767423237,1.681641,168.554497,173.053565,3960.19813354,227.053782366,171.564835,988.066572109,86.11215033216,0
"602",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.46253148793,5.300927,6.059294,6.200802,6024.81566705,14.3117302369,15.953951,1511.91720299,7.232371237724,0
"603",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","default",10.4322600564,10.31728,18.479872,22.058316,5889.29018429,75.5398316142,44.691379,1483.01768513,23.45377436796,0
"604",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms","Slow replica","default",25.0905223621,10.297567,100.864753,101.116741,4826.40642243,213.989329434,162.259911,1206.60814101,62.87028377648,0
"605",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",67.9141035405,29.375547,171.244975,309.165805,2389.87420768,537.154371173,605.591163,598.503307139,161.762157067,0
"606",512,"normal","consistency:strong","strong","strong","200ms","Normal","default",59.4125609745,49.194502,108.516826,124.212221,5549.07780697,65.1248261605,70.622421,1392.13127175,60.5550140117,1
"607",512,"slowpoke_flat","consistency:strong","strong","strong","200ms","Slow replica","default",81.0382613067,80.894051,157.236257,250.047222,3506.14698182,156.414944833,110.733128,872.360998528,96.11359801196,1
"608",512,"google","consistency:strong","strong","strong","200ms",NA,"default",350.702576943,350.758608,614.804784,693.84685,1078.45819048,441.00290876,435.356963,263.270668943,368.7626433064,1
"610",512,"flat5","consistency:strong","strong","strong","200ms",NA,"default",19.7380567534,16.235709,27.241151,146.068513,6314.29366358,24.9089184141,26.03142,1572.22697056,20.77222908554,1
"611",512,"normal","consistency:weak","weak/strong","strong","200ms","Normal","default",19.2665910271,17.148108,22.938027,133.758595,6194.5102458,65.6254305242,68.092899,1555.56012246,28.53835892652,0
"612",512,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms","Slow replica","default",32.5886466043,22.094221,79.101994,188.407416,4746.12872891,142.469936593,83.286122,1186.01302504,54.56490460204,0
"613",512,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",94.726192444,102.05634,195.597512,283.001316,2516.5606852,335.965964773,336.166955,636.432133401,142.9741469098,0
"615",512,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",7.50361309658,5.645545,7.023995,18.651827,6408.6236885,24.5562715089,25.835305,1601.44789117,10.914144779044,0
"616",512,"normal","consistency:weakwrite","weak","strong","200ms","Normal","default",19.1571769989,17.210134,22.960726,115.764761,6350.50831781,39.7358686946,43.006426,1595.21701951,23.27291533804,0
"617",512,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms","Slow replica","default",14.8361604961,11.298157,17.083952,164.089573,6262.59221723,68.0268108607,33.03726,1573.12991058,25.47429056902,0
"618",512,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",27.8727071933,18.365485,67.771192,199.437054,4819.43202404,123.635123966,135.774165,1201.04099129,47.02519054784,0
"620",512,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",7.61179636087,5.658206,7.051856,137.077593,6411.65401738,13.6909511301,15.582012,1602.71838395,8.827627314716,0
"621",512,"normal","latency:50ms","latency: 50ms","strong","200ms","Normal","default",51.3717093089,49.209646,52.399884,239.332295,3130.64615769,70.2655235261,69.982207,784.298242484,55.15047215234,0.481697343137099
"622",512,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms","Slow replica","default",45.3271004705,35.49037,109.394816,166.591827,2974.61680888,126.794554047,57.626456,738.781180868,61.6205911858,0.664246024890068
"623",512,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",74.2662388668,65.624566,189.730085,267.4995,2205.38793674,320.006333464,308.242918,555.847345617,123.41425778624,7.5078456987552e-06
"625",512,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",19.3883449336,15.949753,26.550024,138.353491,3336.44180175,25.0836223553,25.828741,839.383084155,20.52740041794,0.977433782239229
"626",512,"normal","latency:10ms","latency: 10ms","strong","200ms","Normal","default",15.8673660403,15.589847,21.204615,23.61995,3335.5105987,61.171288647,65.082489,833.801415037,24.92815056164,0
"627",512,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms","Slow replica","default",14.6136077996,11.222701,18.441034,95.763123,3309.42972083,121.445350802,55.705413,830.302775356,35.97995640008,0
"628",512,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",76.513141927,65.802863,195.122851,276.677404,2203.59435455,322.90563728,323.226949,551.138161792,125.7916409976,7.49810672805117e-06
"630",512,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",7.09419560853,5.636644,7.299055,28.921604,3333.79102988,24.8629153934,25.835048,824.707369033,10.647939565504,0.0103330248848293
"631",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"default",10.5955647324,10.500769,18.998206,22.347554,5852.52934147,33.61301536,36.030953,1453.05609588,15.19905485792,0
"632",2048,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms",NA,"default",17.9806119217,10.283052,100.297117,101.210226,5633.19835218,83.3616975391,32.673388,1393.26929103,31.05682904518,0
"633",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",68.3956118389,1.665519,172.13086,602.418566,5198.31278077,224.561010864,170.160754,1293.42274882,99.62869164392,0
"635",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"default",5.45342799198,5.304555,6.058209,6.195119,5744.19494818,13.4156772868,15.957334,1437.98824167,7.045877850944,0
"636",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"default",10.6655422494,10.545545,19.323096,23.558087,5748.424118,35.9992672957,36.819767,1438.61578464,15.73228725866,0
"637",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"default",22.2837744277,10.280278,100.947655,213.027408,5747.02518547,99.1484519592,32.681925,1435.15238494,37.656709934,0
"639",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"default",5.44449315695,5.299817,6.055613,6.22318,5745.30316991,15.3343581112,15.95972,1428.73783872,7.4224661478,0
"640",2048,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"default",10.7916650208,10.746184,18.838199,22.477277,5858.86768535,78.8819779824,45.056395,1468.97407519,24.40972761312,0
"641",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"default",33.089140819,10.288555,101.056631,339.754159,5620.35000721,205.515446849,140.789517,1402.90467487,67.574402025,0
"642",2048,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"default",351.12690312,287.909726,823.040932,1045.766879,3132.18424839,913.268877365,913.698289,775.346052766,463.555297969,0
"644",2048,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"default",5.50483486966,5.292828,6.033976,10.340094,5782.86098359,48.6817554052,16.120266,1441.11473616,14.140218976768,0
"645",2048,"normal","consistency:strong","strong","strong","200ms",NA,"default",72.8475913189,52.630855,186.189601,281.219287,5845.76264784,77.2522752533,71.309049,1453.93369912,73.72852810578,1
"646",2048,"slowpoke_flat","consistency:strong","strong","strong","200ms",NA,"default",147.662396478,137.373276,308.680633,510.643815,3767.88609296,213.43969488,230.41021,942.053362859,160.8178561584,1
"647",2048,"google","consistency:strong","strong","strong","200ms",NA,"default",989.050745891,939.357897,1719.845,1919.551791,1126.569996,1082.93313947,1005.747276,283.548019873,1007.8272246068,1
"649",2048,"flat5","consistency:strong","strong","strong","200ms",NA,"default",20.6167371633,16.191053,27.220338,181.205608,6134.1930917,25.5575890923,25.94125,1537.76707329,21.6049075491,1
"650",2048,"normal","consistency:weak","weak/strong","strong","200ms",NA,"default",22.1039246006,17.565321,24.209949,201.563579,6532.3941788,67.1443586484,69.102668,1622.76683894,31.11201141016,0
"651",2048,"slowpoke_flat","consistency:weak","weak/strong","strong","200ms",NA,"default",25.7340271262,10.878625,135.333666,213.099718,6009.24641418,129.525063432,54.778456,1509.21516099,46.49223438736,0
"652",2048,"google","consistency:weak","weak/strong","strong","200ms",NA,"default",161.254351776,153.57018,376.451938,500.780253,3883.83629163,417.939865324,398.559107,971.642506001,212.5914544856,0
"654",2048,"flat5","consistency:weak","weak/strong","strong","200ms",NA,"default",8.0198193846,5.595791,7.967855,133.05861,6600.11666099,25.4896789299,25.805348,1642.64355242,11.51379129366,0
"655",2048,"normal","consistency:weakwrite","weak","strong","200ms",NA,"default",20.9835774086,17.584029,23.363044,197.071182,6509.48386359,41.3215870915,43.082527,1614.69751299,25.05117934518,0
"656",2048,"slowpoke_flat","consistency:weakwrite","weak","strong","200ms",NA,"default",16.2316440759,11.137823,17.20776,181.744792,6266.97380099,68.0651307795,32.30419,1564.40538945,26.59834141662,0
"657",2048,"google","consistency:weakwrite","weak","strong","200ms",NA,"default",60.4042967455,36.584735,180.082192,265.970935,5172.88092509,163.322999619,166.114292,1283.04191695,80.9880373202,0
"659",2048,"flat5","consistency:weakwrite","weak","strong","200ms",NA,"default",9.20982584529,5.602766,6.133071,171.494802,6599.11390762,14.3838597335,15.554684,1644.67349968,10.244632622932,0
"660",2048,"normal","latency:50ms","latency: 50ms","strong","200ms",NA,"default",49.4658809194,49.154571,50.105226,148.717686,3237.81820491,69.213376075,69.310143,811.795724755,53.41537995052,0.496029694099578
"661",2048,"slowpoke_flat","latency:50ms","latency: 50ms","strong","200ms",NA,"default",47.1171803502,36.08859,116.941812,273.149891,3017.80761891,127.410765508,58.093096,756.629356023,63.17589738176,0.700600544552281
"662",2048,"google","latency:50ms","latency: 50ms","strong","200ms",NA,"default",123.065852171,120.322101,296.41657,342.114583,2590.97592283,375.926375842,365.660779,655.419379399,173.6379569052,0
"664",2048,"flat5","latency:50ms","latency: 50ms","strong","200ms",NA,"default",19.7995058051,15.902367,26.432421,175.556965,3268.27900977,25.3109559067,25.826601,819.010643526,20.90179582542,0.974376808651064
"665",2048,"normal","latency:10ms","latency: 10ms","strong","200ms",NA,"default",15.8928896253,15.658198,21.478953,24.120581,3340.98530049,60.5412756538,64.507081,834.16131526,24.822566831,0
"666",2048,"slowpoke_flat","latency:10ms","latency: 10ms","strong","200ms",NA,"default",16.5635032149,10.761692,17.344672,191.238726,3315.91498565,121.313922678,55.455189,827.430848244,37.51358710752,0
"667",2048,"google","latency:10ms","latency: 10ms","strong","200ms",NA,"default",118.454738789,120.689455,292.315388,336.004124,2660.60403843,362.171167709,359.686178,662.424722736,167.198024573,0
"669",2048,"flat5","latency:10ms","latency: 10ms","strong","200ms",NA,"default",8.28941400859,5.618822,6.012605,160.647831,3379.24454816,25.4872128821,25.82722,843.119948445,11.728973783292,0.00644572191594543
"670",4096,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"default",790.515615727,669.660757,2015.806186,3382.686097,3334.57012644,1112.54732681,833.238048,832.515780079,854.9219579436,0
